URN,schname,pcode_fixed,latitude,longitude
150867,Kirton Academy,DN21 4NN,53.477711,-0.582876
144752,Kisharon School,NW4 1TP,51.593542,-0.218258
120740,Kisimul School,LN6 9LU,53.157669,-0.701766
100533,Knightsbridge School,SW1X 0BD,51.496586,-0.162312
138485,Knightsfield School,AL8 7LW,51.821963,-0.208941
136128,Knole Academy,TN13 3LE,51.287266,0.183761
125436,Knowl Hill School,GU24 0JN,51.298323,-0.648919
144655,Knowle DGE Academy,BS4 1QY,51.425452,-2.59826
138002,Knutsford Academy,WA16 0EA,53.30094,-2.381296
146973,Koru Independent AP Academy,RM3 7SU,51.611628,0.214728
120325,LGS Stoneygate,LE8 9DJ,52.567564,-1.021602
148149,LIFE Wirral Sports School,CH45 9LD,53.437751,-3.045806
137583,LPW Independent School,BS3 4AG,51.443228,-2.58806
146553,LSI Independent College,NW3 5QA,51.552528,-0.174944
110159,LVS Ascot,SL5 8DR,51.412263,-0.706216
135930,LVS Hassocks,BN6 9HT,50.952,-0.197
141208,LVS Oxford,OX5 1RX,51.820562,-1.324696
100637,La Retraite Roman Catholic Girls' School,SW12 0AB,51.447913,-0.14478
100059,La Sainte Union Catholic Secondary School,NW5 1RP,51.559997,-0.149441
102932,Lady Eleanor Holles School,TW12 3HF,51.427592,-0.368626
137608,Lady Hawkins' School,HR5 3AR,52.2032,-3.036897
148602,Lady Lumley's School,YO18 8NG,54.251517,-0.783896
112996,Lady Manners School,DE45 1JA,53.205291,-1.682549
138607,Lady Margaret School,SW6 4UN,51.474189,-0.199643
136046,Lady Nafisa School,UB7 0JG,51.490134,-0.455601
134646,Ladybridge High School,BL3 4NG,53.567596,-2.474197
142681,Laisterdyke Leadership Academy,BD3 8HE,53.797,-1.717
139102,Lakelands Academy,SY12 0EA,52.903995,-2.901678
116603,Lakeside School,SO53 2DW,50.994408,-1.363128
117680,Lakeside School,AL8 6YN,51.792904,-0.223956
134971,Laleham Gap School,CT12 6FH,51.35035,1.389921
133478,Lamledge School,TF11 8SD,52.662876,-2.357678
145708,Lammas School and Sixth Form,E10 7LX,51.565883,-0.025649
136341,Lampton Academy,TW3 4EP,51.47721,-0.367937
149017,Lancashire Alternative Provision,FY3 7UN,53.836332,-3.024136
143857,Lancaster Academy,LE2 6FU,52.606893,-1.124598
136381,Lancaster Girls' Grammar School,LA1 1SF,54.045717,-2.803322
136742,Lancaster Royal Grammar School,LA1 3EF,54.047189,-2.790124
144693,Lancaster School,SS0 0RT,51.552651,0.689051
105608,Lancasterian School,M20 2XA,53.424395,-2.250501
126108,Lancing College,BN15 0RW,50.845526,-0.30509
136136,"Landau Forte Academy, Amington",B77 4FF,52.630451,-1.66224
137146,"Landau Forte Academy, QEMS",B79 8AH,52.640587,-1.691304
135120,Landau Forte College,DE1 2LF,52.927142,-1.473116
134297,"Landgate School, Bryn",WN4 0EP,53.507097,-2.649525
142776,Landmark International School,CB21 5EP,52.183393,0.22438
140373,Langdon Academy,E6 2PS,51.532221,0.065232
100966,Langdon Park Community School,E14 0RZ,51.514785,-0.012149
141512,Langham Oaks,CO4 5PA,51.947808,0.939872
136521,Langley Grammar School,SL3 7QS,51.498904,-0.55317
136586,Langley Park School for Boys,BR3 3BP,51.388922,-0.018974
137006,Langley Park School for Girls,BR3 3BE,51.388316,-0.018124
121224,Langley School,NR14 6BJ,52.552964,1.466921
137007,Langley School,B92 7ER,52.428578,-1.811869
133740,Langside School,BH12 5BN,50.743879,-1.910673
137976,Langtree School,RG8 0RA,51.53297,-1.068272
100654,Lansdowne School,SW9 9QD,51.467016,-0.119026
132848,Lantern of Knowledge Secondary School,E10 6QT,51.5642,-0.009562
143890,Larkmead School,OX14 1RF,51.676937,-1.300468
119774,Lathom High School : A Technology College,WN8 6JN,53.561212,-2.79186
100370,Latymer Upper School and Latymer Prep,W6 9LR,51.492736,-0.237087
139155,Launceston College,PL15 9JR,50.62948,-4.356634
146440,Laureate Academy,HP1 3DW,51.757628,-0.483137
102056,Laurel Park School,N14 7HY,51.615055,-0.12428
147724,Laurence Jackson School,TS14 6RD,54.541097,-1.045077
145893,Laurus Cheadle Hulme,SK8 5GB,53.381,-2.204
145894,Laurus Ryecroft,M43 7LJ,53.493932,-2.131081
147896,Lavender Field School,CW1 3AE,53.100351,-2.451029
136389,Lavington School,SN10 4EB,51.285307,-1.987834
144773,Lawn Manor Academy,SN3 1ER,51.555113,-1.762843
108055,Lawnswood School,LS16 5AG,53.836017,-1.596004
136752,Lawrence House School,L36 5SJ,53.411577,-2.835474
141277,Lawrence Sheriff School,CV21 3AG,52.371272,-1.255141
138385,LeAF Studio,BH11 9JW,50.764534,-1.920275
149208,Lea Manor High School Performing Arts College,LU3 3TL,51.919731,-0.45082
109686,Lealands High School,LU3 3AL,51.918384,-0.470889
129571,Learn 4 Life School,WN4 0QD,53.497015,-2.666812
119013,Learning Opportunities Centre Secondary,CT14 8DW,51.184572,1.377307
147462,Learning4Life-GY,DN32 7AP,53.570421,-0.073727
143582,Leasowes High School,B62 8PJ,52.460602,-2.027036
137808,Leaways School,E5 9NZ,51.564012,-0.052398
139646,Leeds City Academy,LS6 2LG,53.817738,-1.55842
136826,Leeds East Academy,LS14 6TY,53.815204,-1.476036
139773,Leeds Jewish Free School,LS17 7TN,53.853708,-1.54433
135935,Leeds West Academy,LS13 1DQ,53.814573,-1.653727
126528,Leehurst Swan School,SP1 3BQ,51.076559,-1.789575
142711,Leek High School,ST13 6EU,53.107211,-2.009863
143934,Lees Brook Academy,DE21 4QX,52.934351,-1.424422
120334,Leicester Grammar School Trust,LE8 9FL,52.575954,-1.041676
120324,Leicester High School for Girls,LE2 2PP,52.608753,-1.097979
149898,Leigh Academy Bexley,DA8 3BN,51.474234,0.166161
145895,Leigh Academy Blackheath,SE3 8SY,51.47596,0.02742
145315,Leigh Academy Halley,SE3 8EP,51.468985,0.041236
150743,Leigh Academy Hugh Christie,TN10 4PU,51.214202,0.282318
137883,Leigh Academy Milestone,DA3 8JZ,51.372624,0.304916
150935,Leigh Academy Minster,ME12 3JQ,51.419532,0.78267
148577,Leigh Academy Rainham,ME8 8GS,51.362074,0.623997
136349,Leigh Academy Tonbridge,TN9 2PH,51.188195,0.26043
141309,Leigh Stationers' Academy,SE9 2PT,51.453397,0.075776
110110,Leighton Park School,RG2 7ED,51.437264,-0.947241
141196,Levenshulme High School,M19 1FS,53.437262,-2.196055
137156,Leventhorpe,CM21 9BY,51.820834,0.149345
142766,Lever Park School,BL6 6DE,53.596284,-2.540321
114634,Lewes Old Grammar School,BN7 1XS,50.872261,0.004792
113920,Leweston School,DT9 6EN,50.909,-2.519
134438,Lewis Charlton Learning Centre,LE65 1HS,52.748347,-1.470534
115475,Lexden Springs School,CO3 0PZ,51.884,0.842
103101,Leytonstone School,E11 1JD,51.574429,0.007568
124474,Lichfield Cathedral School,WS13 7LH,52.686255,-1.830366
148860,Life Skills Manor,CT13 9QL,51.31096,1.351797
137231,Light Hall School,B90 2PZ,52.399372,-1.83079
137036,Lightcliffe Academy,HX3 8TL,53.723072,-1.788417
138380,Lighthouse School Leeds,LS16 6QB,53.845433,-1.613119
100625,Lilian Baylis Technology School,SE11 5QY,51.486196,-0.119346
142050,Lime Academy Forest Approach,RM3 9YA,51.611245,0.238224
138454,Lime Academy Hornbeam,E17 5NT,51.601054,-0.033712
147944,Lime Academy Orton,PE2 5SD,52.54595,-0.283024
142722,Lime Academy Ravensbourne,RM3 8HN,51.594792,0.215743
149149,Lime Hills Academy,BS48 2NN,51.43793,-2.766993
112442,Lime House School,CA5 7BX,54.818,-2.979
137367,Limehurst Academy,LE11 1NH,52.77504,-1.207682
116614,Limington House School,RG22 6PS,51.258507,-1.112925
125459,Limpsfield Grange School,RH8 0RZ,51.265011,0.010382
136537,Lincoln Castle Academy,LN1 3SP,53.247635,-0.538604
150482,Lincoln Castle Academy,LN1 3SP,53.247635,-0.538604
137447,Lincoln Christ's Hospital School,LN2 4PN,53.239514,-0.521618
143858,Lincoln House School,BB12 0QZ,53.792722,-2.252603
120724,Lincoln Minster School,LN2 5RW,53.233943,-0.531159
140950,Lincoln UTC,LN2 1PF,53.23251,-0.534624
136471,Lincroft Academy,MK43 7RE,52.168455,-0.519811
144233,Linden Bridge School,KT4 7JW,51.374262,-0.261958
145709,Linden Lodge School,SW19 6JB,51.443722,-0.213073
103632,Lindsworth School,B30 3QA,52.410306,-1.905282
125387,Lingfield College,RH7 6PH,51.171,-0.003
145242,Linton School,PR4 1HX,53.766415,-2.876139
136442,Linton Village College,CB21 4JB,52.098765,0.271284
113961,Linwood School,BH9 1AJ,50.737326,-1.86616
141103,Lipa Primary and High School,L1 7BT,53.398038,-2.975513
136668,Lipson Co-operative Academy,PL4 7PG,50.381718,-4.11051
144291,Liskeard School and Community College,PL14 3EA,50.458174,-4.463768
148902,Lister Community School,E13 9AE,51.531438,0.02465
146237,Litcham School,PE32 2NS,52.722714,0.793004
141694,Litherland High School,L21 0DB,53.48,-2.983
102878,Little Heath School,RM6 5RX,51.584151,0.118568
110063,Little Heath School,RG31 5TY,51.457361,-1.057057
102776,Little Ilford School,E12 6JB,51.547251,0.06131
142296,Little Lever School,BL3 1BT,53.562027,-2.382842
146274,Littlegreen Academy,PO18 9NW,50.937328,-0.905126
112956,Littleover Community School,DE23 4BZ,52.899442,-1.527386
139686,Liverpool College,L18 8BG,53.381625,-2.925077
139588,Liverpool Life Sciences UTC,L1 0BS,53.394852,-2.978295
133309,Liverpool Progressive School,L9 1NR,53.449781,-2.967543
148590,Livingstone Academy Bournemouth,BH1 1JH,50.723112,-1.868878
137008,Lode Heath School,B91 2HW,52.425488,-1.777264
139060,Lodge Park Academy,NN17 2JH,52.501895,-0.721286
142781,Logic Studio School,TW13 7EF,51.44391,-0.401084
148156,Lokrum Fields,B60 3AY,52.306974,-2.048927
134798,London Academy,HA8 8DE,51.622486,-0.289357
142903,London Design and Engineering UTC,E16 2RD,51.508,0.063
134810,London East Academy,E1 1JX,51.51732,-0.065931
141133,London Enterprise Academy,E1 1RD,51.514993,-0.063882
132797,London Islamic School,E1 2HX,51.515936,-0.056174
100642,London Nautical School,SE1 9NA,51.506437,-0.108282
144795,London Park School Mayfair and London Park School Sixth,W1J 7NL,51.505245,-0.146819
135729,London Vocational Ballet School,W12 8AP,51.50592,-0.223004
110162,Long Close School,SL3 7LU,51.502,-0.586
138628,Long Field Spencer Academy,LE13 0BN,52.761313,-0.899037
144018,Long Stratton High School,NR15 2XR,52.487009,1.228137
108645,Longbenton High School,NE12 8ER,55.018552,-1.57564
113650,Longcause Community Special School,PL7 1JB,50.383805,-4.044825
118073,Longcroft School and Sixth Form College,HU17 7EJ,53.850742,-0.44802
137110,Longdean School,HP3 8JB,51.741967,-0.44293
148431,Longdendale High School,SK14 8LW,53.463812,-1.998726
137098,Longdon Hall School,WS15 4PT,52.722913,-1.879379
141994,Longdon Park School,DE65 6GU,52.862563,-1.613728
135630,Longfield Academy,DA3 7PH,51.395351,0.309639
145577,Longfield Academy,DL3 0HT,54.548196,-1.554174
114581,Longhill High School,BN2 7FR,50.819005,-0.067298
119749,Longridge High School,PR3 3AR,53.826053,-2.607203
122376,Longridge Towers School,TD15 2XQ,55.748396,-2.065781
136992,Longsands Academy,PE19 1LQ,52.231606,-0.257458
140067,Longspee Academy,BH17 8PJ,50.739863,-1.972809
117679,Lonsdale School,SG2 8UT,51.900372,-0.175532
137839,Looe Community Academy,PL13 1NQ,50.364225,-4.448857
140412,Lord Derby Academy,L36 6DG,53.413,-2.831
145736,Lord Grey Academy,MK3 6EW,51.998474,-0.75109
137942,Lord Lawson of Beamish Academy,DH3 2LP,54.894274,-1.572159
116521,Lord Wandsworth College,RG29 1TB,51.214422,-0.929437
138667,Lord Williams's School,OX9 2AQ,51.746697,-0.991791
105269,Lord's School,BL3 2EF,53.559588,-2.42598
145120,Lordswood Boys' School,B17 8BJ,52.472495,-1.966464
138106,Loreto College,AL1 3RQ,51.752863,-0.329493
138464,Loreto Grammar School,WA14 4AH,53.388259,-2.357253
105574,Loreto High School Chorlton,M21 7SW,53.434,-2.262
137111,Lostock Hall Academy,PR5 5UR,53.729726,-2.680873
106365,Lostock High School,M32 9PL,53.45368,-2.331554
150029,Lotus Academy,S5 7WE,53.424347,-1.465803
147845,Lotus School,FY4 4RR,53.799919,-3.001855
120317,Loughborough Amherst School,LE11 2DZ,52.765839,-1.205759
120332,Loughborough Grammar School,LE11 2DU,52.76521,-1.203058
120333,Loughborough High School,LE11 2DU,52.76521,-1.203058
144968,Louth Academy,LN11 9AW,53.366181,0.004299
137783,Lowton Church of England High School,WA3 1DU,53.476,-2.546
140475,Loxford School,IG1 2UT,51.549,0.089
142170,Loxley Hall School,ST14 8RS,52.886511,-1.910344
145609,Lubavitch House School (Senior Girls),N16 5RP,51.572233,-0.073298
144727,Lubavitch Yeshiva Ketanah of London,NW11 0QB,51.581734,-0.199307
110136,Luckley House School,RG40 3EU,51.398366,-0.839849
117045,Lucton School,HR6 9PN,52.278226,-2.823606
144435,Ludlow Church of England School,SY8 1GJ,52.377812,-2.727957
135771,Luminate Education Group,LS3 1AA,53.800447,-1.559012
140479,Luqman Academy,S9 5DL,53.396703,-1.420704
138150,Lutterworth College,LE17 4EW,52.460398,-1.208896
137115,Lutterworth High School,LE17 4QH,52.452508,-1.209316
100547,Lycee Francais Charles de Gaulle,SW7 2DG,51.49531,-0.176784
142329,Lycee International de Londres,HA9 9LY,51.566066,-0.273786
137264,Lydiard Park Academy,SN5 6HN,51.558002,-1.845927
138732,Lymm High School,WA13 0RB,53.378606,-2.459498
146820,Lynch Hill Enterprise Academy,SL2 5AY,51.519044,-0.589214
142075,Lyndon School,B92 8EJ,52.448138,-1.789509
142960,Lyng Hall School,CV2 3JS,52.424422,-1.471995
137541,Lynn Grove Academy,NR31 8AP,52.583402,1.708864
113863,Lytchett Minster School,BH16 6JD,50.741128,-2.058663
119740,Lytham St Annes High School,FY8 4GW,53.748859,-3.000503
148632,MEPA ACADEMY,ME14 1PF,51.274528,0.520828
147821,Mabel Prichard School,OX4 6SB,51.722595,-1.197831
110564,Macintyre School,HP22 4PA,51.865343,-0.736204
147914,Mackenzie Thorpe Centre,TS6 6SU,54.571715,-1.171745
130908,Macmillan Academy,TS5 4AG,54.566327,-1.262657
138869,Madani Boys School,LE5 5LL,52.626351,-1.101059
129645,Madani Girls' School,LE5 5LL,52.626351,-1.101059
100982,Madani Secondary Girls' School,E1 1HL,51.515534,-0.063441
135149,Madeley Academy,TF7 5FB,52.643375,-2.457883
140154,Madeley High School,CW3 9JJ,53.001061,-2.338326
117044,Madinatul Uloom Al Islamiya School,DY10 4BS,52.360155,-2.209235
107794,Madni Academy,WF12 9AY,53.68221,-1.625789
133285,Madrasatul Imam Muhammad Zakariya,BL1 8LX,53.593597,-2.429344
123311,Magdalen College School,OX4 1DZ,51.749044,-1.2446
139158,Magdalen College School,NN13 6FB,52.029694,-1.150137
113623,Magdalen Court School,EX2 4NU,50.718,-3.515
137520,Maghull High School,L31 7AW,53.506725,-2.950731
139711,Magna Academy,BH17 8RE,50.748656,-1.96661
140549,Magnus Church of England Academy,NG24 4AB,53.068211,-0.8045
137498,Maharishi Free School,L40 6JJ,53.569,-2.786
147957,Maida Vale School,W9 3HR,51.530438,-0.199097
146103,Maiden Erlegh Chiltern Edge,RG4 9LN,51.51345,-0.991212
136637,Maiden Erlegh School,RG6 7HS,51.43728,-0.925243
141886,Maiden Erlegh School in Reading,RG1 5SL,51.447936,-0.942161
115775,Maidenhill School,GL10 2HA,51.752799,-2.279512
118835,Maidstone Grammar School,ME15 7BT,51.265367,0.531064
118836,Maidstone Grammar School for Girls,ME16 0SF,51.279745,0.511979
111419,Malbank School and Sixth Form College,CW5 5HD,53.069327,-2.534028
136201,Malcolm Arnold Academy,NN2 6JW,52.254296,-0.891532
142150,Malet Lambert,HU8 0JD,53.768031,-0.301923
137308,Malmesbury School,SN16 0DF,51.585709,-2.109962
136042,Maltby Academy,S66 8AB,53.423738,-1.207701
135653,Maltings Academy,CM8 1EP,51.796042,0.632096
121681,Malton School,YO17 7NH,54.139188,-0.811175
117017,Malvern College,WR14 3DF,52.104194,-2.326134
117018,Malvern St James,WR14 3BA,52.110664,-2.317361
134224,Manchester Academy,M14 4PX,53.457801,-2.234749
136105,Manchester Communication Academy,M40 8NT,53.501938,-2.213948
135874,Manchester Enterprise Academy,M22 9RH,53.380763,-2.272103
144755,Manchester Enterprise Academy Central,M14 6PL,53.445,-2.206
105592,Manchester High School for Girls,M14 6HS,53.447218,-2.222571
130318,Manchester Islamic Grammar School for Girls,M20 2PQ,53.421849,-2.247417
135027,Manchester Jewish School for Special Education,M7 4QY,53.517249,-2.25307
134195,Manchester Mesivta School,M25 0PH,53.524963,-2.276738
141968,Manchester Senior Girls School,M7 4GB,53.512085,-2.251094
142224,Manchester Vocational and Learning Academy,M19 2EQ,53.443826,-2.193827
110930,Mander Portman Woodward,CB2 1JE,52.196007,0.12299
103587,Mander Portman Woodward Independent College,B15 3AU,52.469859,-1.922187
100540,Mander Portman Woodward School,SW7 5AB,51.493243,-0.179146
142008,Mangotsfield School,BS16 9LH,51.479914,-2.483499
137945,Manningtree High School,CO11 2BW,51.94125,1.053956
142288,Manor Academy Sale,M33 5JX,53.425966,-2.354018
136544,Manor Church of England Academy,YO26 6PA,53.975902,-1.136963
141686,Manor Community Academy,TS25 3PS,54.657232,-1.241249
139076,Manor Croft Academy,WF12 7DW,53.693801,-1.615736
149104,Manor Drive Secondary Academy,PE4 7EP,52.61,-0.233
126157,Manor Green College,RH11 0DX,51.119907,-0.209234
110183,Manor Green School,SL6 3EQ,51.506506,-0.758372
137120,Manor High School,LE2 4FU,52.601478,-1.061938
125352,Manor House School,KT23 4EN,51.273802,-0.391383
131139,Manor House School,RH13 0QX,51.072612,-0.415298
137613,Manor School,NN9 6PA,52.344083,-0.529631
144342,Manshead Church of England Academy,LU1 4BB,51.873,-0.496
147737,Maple Grove School,CH2 3HR,53.198571,-2.868629
124488,Maple Hayes Hall School,WS13 8BL,52.684071,-1.858377
101397,Mapledown School,NW2 1TR,51.573404,-0.219147
138634,Maplefields Academy,NN18 0TH,52.483258,-0.73137
120348,Maplewell Hall School,LE12 8QY,52.718533,-1.220446
126536,Maranatha Christian School,SN6 7SQ,51.611,-1.723
135901,Marathon Science School,SE8 5RQ,51.490097,-0.041875
108627,Marden High School,NE30 3RZ,55.027254,-1.441408
100055,Maria Fidelis Catholic School FCJ,NW1 1LY,51.529787,-0.13325
104960,Maricourt Catholic High School,L31 3DZ,53.507794,-2.938225
147967,Marine Academy Plymouth,PL5 2AF,50.406,-4.178
101697,Marjorie McClure School,BR7 6FG,51.426668,0.069814
102554,Marjory Kinnon School,TW14 9QZ,51.459148,-0.431281
148423,Mark Hall Academy,CM17 9LR,51.778884,0.13152
139160,Mark Rutherford School,MK41 8PX,52.159244,-0.43455
133541,Markazul Uloom,BB2 3NY,53.734,-2.479
143589,Market Field School,CO7 7ET,51.879822,0.994853
131552,Marland School,EX38 8QQ,50.900786,-4.164722
126516,Marlborough College,SN8 1PA,51.417369,-1.735758
101487,Marlborough School,DA15 9DP,51.441528,0.103326
137123,Marling School,GL5 4HE,51.745415,-2.235377
141341,Marlwood School,BS35 3LA,51.593081,-2.539094
106138,Marple Hall School,SK6 6LB,53.397768,-2.08854
117534,Marriotts School,SG2 8UT,51.900372,-0.175532
146276,Marsden Heights Community College,BB9 0PR,53.82636,-2.222162
144094,Marshalls Park Academy,RM1 4EH,51.590194,0.184118
110943,Marshfields School,PE1 4PP,52.595946,-0.220756
142396,Marshland High School,PE14 7HA,52.695527,0.188173
149678,Mary Elliot Academy,WS2 7NR,52.610053,-2.01725
110180,Mary Hare School,RG14 3BQ,51.437641,-1.32883
140325,Mary Rose Academy,PO4 8GT,50.792972,-1.054526
146509,Mary Webb School and Science College,SY5 0TG,52.647373,-2.882507
140884,Marylebone Boys' School,W2 1QZ,51.516765,-0.17302
136847,Mascalls Academy,TN12 6LT,51.168902,0.385468
143724,Matford Brook Academy,EX2 0BZ,50.687973,-3.525551
126510,Matravers School,BA13 3QH,51.257028,-2.188993
142104,Matthew Arnold School,OX2 9JE,51.742529,-1.303454
147369,Matthew Moss High School,OL11 3LU,53.601149,-2.188534
137834,"Mayfield Grammar School, Gravesend",DA11 0JE,51.436634,0.35945
102858,Mayfield School,RM8 1XE,51.564727,0.122556
112464,Mayfield School,CA28 8UG,54.543498,-3.560994
113641,Mayfield School,TQ2 8NH,50.496,-3.525
114627,Mayfield School,TN20 6PH,51.021593,0.262179
116463,Mayfield School,PO2 0RH,50.820207,-1.070061
119889,Mayfield School,PR7 3HN,53.643873,-2.634608
148225,Mayfield School,B19 1HJ,52.505351,-1.910677
137048,Mayflower High School,CM12 0RT,51.63909,0.429839
116573,Mayville High School,PO5 2PE,50.782721,-1.080805
133307,Mazahirul Uloom London School,E1 4AA,51.522242,-0.045326
148475,Me'or High School,M7 3WX,53.514533,-2.270396
105614,Meade Hill School,M9 6GN,53.537284,-2.216631
149026,Meadow Bridge School,SN6 6DD,51.64362,-1.85441
102462,Meadow High School,UB8 3QU,51.525013,-0.465175
148429,Meadow Park School,CV3 4BD,52.386332,-1.48667
138868,Meadow View Learning Centre,PR6 8BN,53.706745,-2.572413
135216,Meadowcroft School,WF1 4AD,53.696147,-1.486117
134783,Meadowfield School,ME10 4NL,51.333756,0.755645
144055,Meadowgate Academy,PE13 2JH,52.658052,0.175003
138545,Meadowhead School Academy Trust,S8 8BR,53.326349,-1.469459
119029,Meadows School,TN4 0RJ,51.164374,0.254254
136257,Meadows School,OL12 9EN,53.634488,-2.134224
105133,Meadowside School,CH49 5LA,53.373942,-3.0892
138411,Meden School,NG20 0QN,53.209544,-1.147884
138271,Medeshamstede Academy,PE1 5LQ,52.584392,-0.221165
136010,Medina College,PO30 2DX,50.711262,-1.282954
147207,Medway Green School,ME1 3TS,51.352403,0.460368
137527,Melbourn Village College,SG8 6EF,52.087646,0.018073
139059,Melior Community Academy,DN17 1HA,53.571229,-0.664063
146344,Melksham Oak Community School,SN12 6QZ,51.36065,-2.120753
138532,Melland High School,M18 7DT,53.450506,-2.175156
102697,Melrose School,CR4 3BE,51.402057,-0.172685
101387,Menorah Grammar School,HA8 0QS,51.607819,-0.263581
142627,Menorah High School for Girls,NW2 7BZ,51.563,-0.238
146146,Meole Brace School,SY3 9DW,52.692251,-2.768732
149828,Meols Cop High School,PR8 6JS,53.638685,-2.974388
116563,Meoncross School,PO14 2EF,50.83086,-1.20997
139075,Meopham School,DA13 0AH,51.368908,0.359744
104973,Merchant Taylors' Boys' School,L23 0QP,53.483447,-3.024385
104974,Merchant Taylors' Girls' School,L23 5SP,53.489664,-3.025635
117616,Merchant Taylors' School,HA6 2HT,51.633985,-0.422817
135597,Merchants' Academy,BS13 9AJ,51.411744,-2.611467
151302,Merchants' Academy,BS13 9AJ,51.411744,-2.611467
149380,Mercia Academy,DE11 0TL,52.78625,-1.578858
145897,Mercia School,S7 2DY,53.352446,-1.492752
104979,Merefield School,PR8 2QZ,53.599857,-3.05366
143846,Meridian High School,CR0 0AH,51.334561,-0.002383
145898,Merstham Park School,RH1 3PU,51.257413,-0.142112
104133,Merstone School,B36 0UE,52.498596,-1.746035
114625,Michael Hall School,RH18 5JA,51.091756,0.024066
140862,Michaela Community School,HA9 0UU,51.562335,-0.278169
143319,Middleton Technology School,M24 2GT,53.547449,-2.179602
148693,Middlewich High School,CW10 9BU,53.190711,-2.448071
135760,Midhurst Rother College,GU29 9DT,50.991643,-0.738771
139867,Mildenhall College Academy,IP28 7JX,52.343026,0.501805
113651,Mill Ford School,PL5 2PY,50.418857,-4.169977
131022,Mill Green School,WA9 1BU,53.450203,-2.705468
137386,Mill Hill County High School,NW7 4LL,51.627749,-0.246335
101367,Mill Hill School Foundation,NW7 1QS,51.619069,-0.230451
148398,Mill House School,CV7 7JE,52.446786,-1.644298
147349,Mill School - Bury,BL8 2BD,53.588036,-2.313058
113635,Mill Water School,EX9 7BJ,50.672109,-3.31775
126066,Millais School,RH13 5HR,51.063785,-0.307321
147905,Millbay Academy,PL1 3EG,50.368335,-4.154227
147983,Millcourt School,HX3 7BJ,53.753906,-1.812573
123911,Millfield School,BA16 0YD,51.12301,-2.728086
119714,Millfield Science & Performing Arts College,FY5 5DG,53.867,-3.000598
148165,Millgate School,LE2 6DW,52.61064,-1.128082
112388,Millom School,LA18 5AB,54.213731,-3.26967
142648,Millthorpe School,YO23 1WF,53.948892,-1.090469
113932,Milton Abbey School,DT11 0BZ,50.820653,-2.286753
150133,Milton School,S64 8QG,53.489237,-1.31471
140605,Miltoncross Academy,PO3 6RB,50.800689,-1.060486
137011,Minsthorpe Community College,WF9 2UJ,53.601817,-1.292655
146953,Mo Mowlam Academy,TS10 1PA,54.613408,-1.076382
120292,Moat Community College,LE2 0TU,52.632914,-1.120133
138632,Monk's Walk School,AL8 7NL,51.819869,-0.21136
108642,Monkseaton  High School,NE25 9EQ,55.030592,-1.466596
109360,Monkton Senior School,BA2 7HG,51.357308,-2.326342
150130,Monkton Wood Academy,TA2 8PD,51.035,-3.062772
147532,Monkwearmouth Academy,SR6 8LG,54.935735,-1.385069
137286,Montacute School,BH17 9NG,50.750764,-1.982697
137973,Montgomery Academy,FY2 0AZ,53.855603,-3.037666
135581,Montpelier High School,BS6 5RD,51.467749,-2.59124
151303,Montpelier High School,BS6 5RD,51.467749,-2.59124
137049,Montsaye Academy,NN14 6BB,52.423788,-0.810167
125385,"Moon Hall School, Reigate",RH2 8RE,51.212067,-0.232951
137500,Moor End Academy,HD4 5JA,53.630102,-1.811988
125454,Moor House School & College,RH8 9AQ,51.242072,0.000198
119773,Moor Park High School and Sixth Form,PR1 6DT,53.770987,-2.692586
119866,Moorbrook School,PR2 3DB,53.774271,-2.713489
138158,Moorcroft School,UB8 3BF,51.521614,-0.460278
145465,Moorfield Learning Centre,LA13 9RS,54.112981,-3.206928
119820,Moorland School Limited,BB7 2JA,53.882075,-2.391208
132079,Moorlands View School,BB11 5PQ,53.7477,-2.273591
144199,Moorside High School,M27 0AP,53.507577,-2.346875
148508,Moorside High School,ST9 0HP,53.027349,-2.071272
100521,More House School,SW1X 0AA,51.497342,-0.159443
125403,More House School,GU10 3AP,51.178819,-0.798599
148181,More Than Ed Independent School,DN4 8QN,53.494811,-1.145976
147115,Morecambe Bay Academy,LA4 5BG,54.075459,-2.850296
119876,Morecambe Road School,LA3 3AB,54.062,-2.834
123604,Moreton Hall School,SY11 3EW,52.914007,-3.048637
144278,Moreton School,WV10 8BY,52.617036,-2.106862
100967,Morpeth School,E2 0PX,51.52678,-0.04849
108727,Mortimer Community College,NE33 4UG,54.982191,-1.426627
135259,Mortimer House School,B79 7HS,52.634964,-1.690176
138098,Moseley Park,WV14 6LU,52.575815,-2.073265
103519,Moseley School and Sixth Form,B13 9UU,52.44135,-1.861376
134693,Mossbourne Community Academy,E5 8JY,51.551484,-0.062679
140210,Mossbourne Victoria Park Academy,E9 7HD,51.538445,-0.043794
106266,Mossley Hollins High School,OL5 9DP,53.519736,-2.028029
136863,Moulsham High School,CM2 9ES,51.718,0.47
137614,Moulton School and Science College,NN3 7SD,52.28885,-0.856069
119804,"Mount Carmel Roman Catholic High School, Hyndburn",BB5 0LU,53.744335,-2.377053
137224,Mount Grace School,EN6 1EZ,51.703067,-0.183596
101374,Mount House School,EN4 0NJ,51.663458,-0.187798
113573,Mount Kelly,PL19 0HZ,50.55645,-4.134571
105263,Mount St Joseph,BL4 0HT,53.555363,-2.423643
108097,Mount St Mary's Catholic High School,LS9 8LA,53.793665,-1.526883
113010,Mount St Mary's College,S21 3YL,53.302,-1.32
