URN,schname,pcode_fixed,latitude,longitude
101362,Finchley Catholic High School,N12 8TA,51.622216,-0.18164
100084,Fine Arts College,NW3 4YD,51.545568,-0.162314
141939,Finham Park 2,CV4 9WT,52.398,-1.574
136963,Finham Park School,CV3 6EA,52.382204,-1.527562
138925,Fir Vale School,S4 8GB,53.407255,-1.447304
139334,Firth Park Academy,S5 0SD,53.426588,-1.444751
146410,Firwood High School,BL2 4HU,53.593322,-2.386101
146392,Fitzharrys School,OX14 1NP,51.681702,-1.284051
139322,Fitzwaryn School,OX12 9ET,51.596699,-1.432115
119055,Five Acre Wood School,ME15 9QF,51.249607,0.533351
144013,Five Acres High School,GL16 7QW,51.808609,-2.609572
123944,Fiveways Special School,BA21 5AZ,50.947248,-2.615258
119771,Fleetwood High School,FY7 8HE,53.911846,-3.035163
145501,Flegg High Ormiston Academy,NR29 4QD,52.711329,1.639373
135561,Flexible Learning School,B18 5QB,52.491611,-1.919365
136965,Flixton Girls School,M41 5DR,53.44968,-2.371094
141247,Focus 1st Academy,N11 1BA,51.615827,-0.133333
145420,Folkestone Academy,CT19 5FP,51.092542,1.167658
141859,Footsteps Trust,N22 5QW,51.604655,-0.100057
126163,"Fordwater School, Chichester",PO19 6PP,50.851199,-0.775142
119041,Foreland Fields School,CT12 6RH,51.349239,1.411762
137692,Forest Academy,IG6 3TN,51.609884,0.117238
142066,Forest Bridge School,SL6 1BN,51.515318,-0.719065
143274,Forest Gate Community School,E7 9BB,51.54935,0.022171
141328,Forest Hall School,CM24 8TZ,51.89374,0.206367
100745,Forest Hill School,SE23 2XN,51.431957,-0.047757
148332,Forest Moor School,HG3 2RA,54.012,-1.724
104132,Forest Oak School,B36 0UE,52.498596,-1.746035
135823,Forest Park School,SO40 8DZ,50.917464,-1.496861
103110,Forest School,E17 3PY,51.585577,0.009315
137905,Forest Way School,LE67 4UU,52.729739,-1.325104
140547,Forge Valley School,S6 5HG,53.39828,-1.518857
137436,Formby High School,L37 3HW,53.560686,-3.068644
136337,Fort Pitt Grammar School,ME4 6TJ,51.380714,0.514673
143435,Fortis Academy,B44 8NU,52.546033,-1.90303
102156,Fortismere School,N10 1NE,51.592852,-0.150979
137493,Fosse Way School,BA3 3AL,51.282981,-2.471937
148497,Fountain Head House School,PL12 4AE,50.405546,-4.227929
149430,Fountaindale School,NG18 5BA,53.104924,-1.183382
139047,Four Dwellings Academy,B32 1RJ,52.455733,-2.002899
140836,Fowey River Academy,PL23 1HE,50.334962,-4.64393
103625,Fox Hollies School,B13 8QB,52.44,-1.896
111496,Fox Wood Special School,WA1 4LS,53.400833,-2.545391
105131,Foxfield School,CH49 5LF,53.372418,-3.076144
148029,Foxfields Academy,LE8 4FE,52.569457,-1.15798
146436,Foxford Community School,CV6 6BB,52.453405,-1.480021
138661,Foxwood Academy,NG9 3GF,52.937,-1.248
145776,Framingham Earl High School,NR14 7QP,52.580849,1.338278
124884,Framlingham College,IP13 9EY,52.226704,1.339221
137696,Framwellgate School Durham,DH1 5BQ,54.797175,-1.585192
101158,Francis Holland School,NW1 6XR,51.524817,-0.16018
101161,Francis Holland School,SW1W 8JF,51.491733,-0.153884
123332,Frank Wise School,OX16 9RL,52.057775,-1.351551
137448,Fred Longworth High School,M29 8JN,53.513765,-2.478452
121256,Fred Nicholson School,NR19 1JB,52.66623,0.946475
103094,Frederick Bremer School,E17 4EY,51.594519,-0.003963
145109,Frederick Gent School,DE55 2ER,53.100631,-1.332534
118097,Frederick Gough School,DN16 3NG,53.559932,-0.641202
146220,Frederick Holmes School,HU6 8JJ,53.774152,-0.376553
147541,Freebrough Academy,TS12 2SJ,54.569261,-0.94623
125477,Freemantles School,GU22 0AN,51.295341,-0.575427
137002,Freman College,SG9 9BT,51.950834,-0.026043
125338,Frensham Heights School,GU10 4EA,51.177144,-0.811532
135839,Freshsteps Independent school,EN3 7XH,51.675,-0.023
114635,Frewen College,TN31 6NL,50.986746,0.606658
140277,Friars Academy,NN8 2LA,52.297884,-0.695392
101345,Friern Barnet School,N11 3LS,51.616198,-0.154985
145966,Friesland School,NG10 5AF,52.921888,-1.304347
148244,Frobel Independent School,IG11 8TG,51.541355,0.083857
116442,Frogmore Community College,GU46 6AG,51.336025,-0.810571
123862,Frome Community College,BA11 2HQ,51.243034,-2.311879
137904,Fulbrook,MK17 8NP,52.013077,-0.643876
144711,Fulford School,YO10 4FY,53.936335,-1.066918
139364,Fulham Cross Academy,SW6 6SN,51.477782,-0.215227
139365,Fulham Cross Girls' School and Language College,SW6 6BP,51.481363,-0.214165
137003,Fullbrook School,KT15 3HW,51.343415,-0.506239
120298,Fullhurst Community College,LE3 1AH,52.623954,-1.159151
108117,Fulneck School,LS28 8DS,53.784039,-1.663115
136324,Fulston Manor School,ME10 4EG,51.332538,0.735501
135936,Fulwood Academy,PR2 9YR,53.787115,-2.719551
135940,Furness Academy,LA13 9BB,54.118958,-3.216694
108426,Furrowfield School,NE10 9RZ,54.938577,-1.572345
110585,Furze Down School,MK18 3BL,51.942717,-0.888054
137740,Furze Platt Senior School,SL6 7NQ,51.535821,-0.739136
135876,Future Academies Watford,WD25 7HW,51.698055,-0.391781
135859,Future Education,NR5 8EG,52.63732,1.241226
135422,Future First Independent School,B18 7RL,52.491094,-1.922885
140886,Futures Institute Banbury,OX16 9HY,52.049573,-1.344378
121733,Fyling Hall School,YO22 4QD,54.425554,-0.55754
147655,GLADE School,SO40 3BU,50.917971,-1.487396
130855,Gable End,IP7 7NL,52.123128,0.904418
118944,Gad's Hill School,ME3 7PA,51.411177,0.457324
140904,Ganton School,HU4 7JB,53.733367,-0.411078
136343,Garforth Academy,LS25 1LJ,53.787212,-1.391387
101103,Garratt Park School,SW18 3TB,51.437542,-0.184883
137342,Garstang Community Academy,PR3 1YE,53.888637,-2.767167
117667,Garston Manor School,WD25 7HR,51.697048,-0.389819
110069,Garth Hill College,RG42 2AD,51.419897,-0.750037
138155,Gartree High School,LE2 5TQ,52.587604,-1.07425
104700,Gateacre School,L25 2RW,53.390819,-2.861307
108414,Gateshead Jewish Boarding School,NE8 1HG,54.954011,-1.608891
108104,Gateways School,LS17 9LE,53.898872,-1.509703
144095,Gaynes School,RM14 3UX,51.546334,0.25233
136906,George Abbot School,GU1 1XX,51.253852,-0.547906
138695,George Dixon Academy,B16 9GD,52.478,-1.955
137079,George Eliot Academy,CV11 4QP,52.506853,-1.458455
100974,George Green's School,E14 3DW,51.488125,-0.007634
141993,George Hastwell School Special Academy,LA14 3LW,54.106727,-3.257619
145106,George Mitchell School,E10 5DN,51.568118,-0.013301
146819,George Pindar School,YO11 3LW,54.238444,-0.395548
135234,George Salter Academy,B70 9UW,52.525801,-2.012249
136291,George Spencer Academy,NG9 7EW,52.920784,-1.268832
108639,George Stephenson High School,NE12 6SA,55.032337,-1.568766
121740,Giggleswick School,BD24 0DE,54.071318,-2.291181
139796,Gildredge House,BN20 8AB,50.769488,0.268998
113882,Gillingham School,SP8 4QP,51.038276,-2.268212
137921,Gillotts School,RG9 1PS,51.525964,-0.923114
102157,Gladesmore Community School,N15 6EB,51.580063,-0.065286
149106,Glebe Farm School,MK17 8XY,52.03163,-0.672375
144893,Glebe School,BR4 9AE,51.37595,-0.00551
136220,Glebedale School,ST4 3AY,52.991931,-2.162373
125259,Glebelands School,GU6 7AN,51.143547,-0.486738
147840,Glendinning Academy,TQ12 4HD,50.52933,-3.587348
140008,Glenmoor Academy,BH10 4EX,50.748366,-1.889417
136914,Glenthorne High School,SM3 9PS,51.38106,-0.201216
115469,Glenwood School,SS7 4LW,51.573662,0.54784
116639,Glenwood School,PO10 7NN,50.851168,-0.941125
142887,Global Academy,UB3 1DH,51.504774,-0.426591
147157,Glossopdale School and Sixth Form,SK13 2DA,53.456546,-1.970881
148036,Gloucester Academy,GL4 6RN,51.844471,-2.221146
143106,Gloverspiece School,WR9 0AJ,52.247045,-2.189368
136534,Glyn School,KT17 1NB,51.34337,-0.255833
139521,Glyne Gap School,TN40 2PU,50.846284,0.502653
126519,Godolphin School,SP1 2RA,51.068773,-1.785357
145297,Goffs - Churchgate Academy,EN8 9LY,51.700905,-0.04652
137532,Goffs Academy,EN7 5QW,51.706075,-0.057891
106525,Golborne High School,WA3 3EL,53.480676,-2.587808
136552,Goldington Academy,MK41 9BX,52.145376,-0.445179
119042,Goldwyn School,TN23 3BT,51.157926,0.823703
146624,Goodwin Academy,CT14 9BD,51.21614,1.392122
145929,Goole Academy,DN14 6AN,53.708165,-0.883777
136856,Gordano School,BS20 7QR,51.474116,-2.770364
139151,Gordon's School,GU24 9PT,51.343572,-0.646555
140962,Goresbrook School,RM9 6XW,51.532,0.131
125452,Gosden House School,GU5 0AH,51.201297,-0.565204
115396,Gosfield School,CO9 1PF,51.94527,0.602939
138897,Gosford Hill School,OX5 2NT,51.816235,-1.279034
136352,Gosforth Academy,NE3 2JH,55.013063,-1.623704
135599,Gospel Oak School,DY4 0BZ,52.549388,-2.05051
135335,Grace Academy Coventry,CV2 2RH,52.437565,-1.444418
135956,Grace Academy Darlaston,WS10 8QJ,52.569976,-2.050608
129342,Grace Academy Solihull,B37 5JS,52.475224,-1.755371
147178,Grace College,NE9 6LE,54.928861,-1.606061
148394,Grace Garden School,BS9 3PE,51.496439,-2.632926
145383,Grafham Grange School,GU5 0LH,51.165636,-0.539994
146769,Graham School,YO12 6QW,54.279594,-0.441508
139374,Grange Academy,MK42 8AU,52.121115,-0.493437
119051,Grange Park School,TN15 7RD,51.299774,0.308905
145845,Grange School,M12 4GR,53.451271,-2.181122
134937,Granta School,CB21 4NN,52.096559,0.271858
141254,Grantham Additional Needs Fellowship,NG31 9AX,52.915129,-0.630103
144533,Granville Academy,DE11 7JR,52.77569,-1.538126
116588,Grateley House School,SP11 8TA,51.174109,-1.603375
137005,Graveney School,SW17 9BU,51.423246,-0.151533
137099,Gravesend Grammar School,DA12 2PR,51.437084,0.383862
115239,Grays Convent High School,RM17 5UX,51.482927,0.329964
135508,Great Academy Ashton,OL6 8RF,53.505598,-2.083353
119878,Great Arley School,FY5 4HH,53.880639,-3.004674
136904,Great Baddow High School,CM2 9RZ,51.714035,0.48593
126130,Great Ballard School,PO18 0LR,50.875272,-0.666688
135753,Great Howarth School,OL12 9HJ,53.638203,-2.139363
136964,Great Marlow School,SL7 1JE,51.580264,-0.76504
146806,Great Oaks College,WS11 0LD,52.681318,-2.036152
144205,Great Oaks School,SO16 7LT,50.940725,-1.409748
133539,Great Oaks Small School,CT12 5FH,51.318664,1.345325
143923,Great Park Academy,NE3 2JH,55.013063,-1.623704
139152,Great Sankey High School,WA5 3AA,53.400991,-2.661638
137228,Great Torrington School,EX38 7DJ,50.955348,-4.13388
145883,Great Western Academy,SN25 2PP,51.611627,-1.818497
144988,Great Wyrley Academy,WS6 6LQ,52.666633,-2.018293
142883,Great Yarmouth Charter Academy,NR30 4LS,52.619942,1.736445
145290,Greater Manchester Alternative Provision,OL6 7HW,53.488494,-2.103349
146773,Greater Manchester Independent School,M35 0UF,53.504502,-2.173902
142902,Greater Peterborough UTC,PE1 4DZ,52.586783,-0.230191
142908,Greatfields School,IG11 7QG,51.534526,0.08823
135688,Green Heath School,B10 0NR,52.471,-1.863
111495,Green Lane Community Special School,WA1 4LS,53.400833,-2.545391
148654,Green Meadows Academy,LS20 8LS,53.87574,-1.721393
131164,Green Oak Academy,B13 9BB,52.450861,-1.877974
104415,Green Park School,WV14 6EH,52.575581,-2.087962
138046,Greenacre School,ME5 0LP,51.350373,0.526009
141704,Greenacre School,S70 6RG,53.543255,-1.498941
150870,Greenacre School,ME5 0LP,51.350373,0.526009
137604,Greenbank High School,PR8 2LT,53.622482,-3.027689
111503,Greenbank School,CW8 1LD,53.248278,-2.526917
149962,Greenfield Academy,DL5 7LF,54.620093,-1.601149
139316,Greenfields Academy,NG31 7UX,52.896272,-0.635158
114659,Greenfields School,RH18 5JD,51.088766,0.01601
141726,Greenfields Specialist School for Communication,NN3 8XS,52.270919,-0.825475
101940,Greenford High School,UB1 2GU,51.53102,-0.37041
135801,Greenholm School,SM2 5SJ,51.352694,-0.1917
136800,Greenshaw High School,SM1 3DY,51.376429,-0.183163
117690,Greenside School,SG2 9XS,51.889829,-0.176913
135652,Greensward Academy,SS5 5HG,51.606672,0.665437
100765,Greenvale School,SE6 1UF,51.432975,0.001735
132066,Greenwich Waldorf School,SE3 7SE,51.480164,0.017223
139048,Greenwood Academy,B35 7NL,52.51926,-1.780608
133386,Greig City Academy,N8 7NU,51.587578,-0.117299
121222,Gresham's School,NR25 6EA,52.910253,1.105104
136047,Gretton School,CB3 0RX,52.245474,0.085023
138825,Grey Court School,TW10 7HN,51.438396,-0.312962
146800,Greyfriars Catholic School,OX4 3DR,51.737608,-1.226877
149897,Grove Academy,SL1 2SR,51.505532,-0.609876
141945,Grove House School,CM15 9DA,51.62713,0.301281
114688,Grove Park School,TN6 1BN,51.054002,0.157222
139193,Guildford County School,GU2 4LU,51.234169,-0.585467
125342,Guildford High School,GU1 1SJ,51.241427,-0.564099
137333,Guildhouse School,WC1A 2RA,51.518438,-0.12191
136489,Guilsborough Academy,NN6 8QE,52.356797,-1.031519
108085,Guiseley School,LS20 8DT,53.870464,-1.717398
137928,"Gumley House RC Convent School, FCJ",TW7 6XF,51.469082,-0.330303
102545,Gunnersbury Catholic School,TW8 9LB,51.4923,-0.316404
136329,Guru Nanak Sikh Academy,UB4 0LT,51.508767,-0.398065
137385,Gust Independent School,NE63 8SF,55.183795,-1.57588
135582,Haberdashers' Abraham Darby,TF7 5HX,52.633571,-2.468345
137446,Haberdashers' Adams,TF10 7BD,52.769292,-2.381805
147073,Haberdashers' Borough Academy,SE1 0EX,51.502957,-0.096625
117648,Haberdashers' Boys' School,WD6 3AF,51.656566,-0.312333
135951,Haberdashers' Crayford Academy,DA1 4RS,51.455174,0.183053
117649,Haberdashers' Girls' School,WD6 3BT,51.654099,-0.31005
135073,Haberdashers' Hatcham College,SE14 5SF,51.467684,-0.042748
135070,Haberdashers' Knights Academy,BR1 5EB,51.427913,0.01646
136918,Hadleigh High School,IP7 5HU,52.042,0.963
144853,Hadley Learning Community - Secondary Phase,TF1 5NU,52.701625,-2.485604
139697,Hadlow Rural Community School,TN11 0AU,51.224495,0.329605
138801,Hafs Academy,E15 1JW,51.54833,0.003083
149901,Haggerston School,E2 8LS,51.532446,-0.071492
141414,Hagley Catholic High School,DY8 2XL,52.422673,-2.149285
142257,Hailey Hall School,SG13 7PB,51.778082,-0.016283
117607,Haileybury College,SG13 7NU,51.778921,-0.033483
142051,Haileybury Turnford,EN8 0JU,51.711834,-0.026334
138472,Hailsham Community College,BN27 1DT,50.866283,0.255888
139415,Halcyon London International School,W1H 5AU,51.51557,-0.161764
103881,Halesbury School,B62 9DR,52.467381,-2.028483
139614,Halewood Academy,L26 1UU,53.362284,-2.839182
141860,Hall Cliffe School,WF4 6BB,53.663041,-1.557722
137842,Hall Cross Academy,DN1 2HY,53.522746,-1.124493
137858,Hall Green School,B28 0AA,52.434359,-1.85022
137197,Hall Mead School,RM14 1SF,51.563776,0.26335
140992,Hall Park Academy,NG16 3EA,53.019909,-1.312328
121257,Hall School,NR6 7AD,52.660768,1.29587
101086,Hall School Wimbledon,SW20 8HF,51.414762,-0.22168
125411,Halliford School,TW17 9HX,51.3902,-0.443788
144336,Hallmoor School,B33 0DL,52.480262,-1.780948
133485,Halton School,WA7 2AN,53.333636,-2.696651
131687,Hamd House School,B9 4US,52.480736,-1.854877
114619,Hamilton Lodge School and College for Deaf Children,BN2 0LS,50.821177,-0.119386
147675,Hamilton School,RG1 5SG,51.446369,-0.9397938
136172,Hammersmith Academy,W12 9JD,51.501649,-0.234898
100052,Hampstead School,NW2 3RT,51.555614,-0.206979
141300,Hampton College,PE7 8BF,52.534539,-0.264873
133443,Hampton Court House,KT8 9BS,51.407526,-0.340842
143641,Hampton Gardens Secondary School,PE7 8HR,52.53433,-0.257453
143419,Hampton High,TW12 3HB,51.429025,-0.374102
102946,Hampton School,TW12 3HD,51.428732,-0.371236
139746,Hamstead Hall Academy,B20 1HL,52.529221,-1.942159
141495,Handsworth Grange Community Sports College,S13 9HJ,53.369542,-1.373322
141042,Hanham Woods Academy,BS15 3LA,51.443074,-2.521454
137101,Hanley Castle High School,WR8 0BL,52.076708,-2.236475
136708,Hans Price Academy,BS23 3QP,51.338635,-2.965096
149011,Hanson Academy,BD2 1JP,53.819731,-1.743273
136213,Harborne Academy,B15 3JL,52.461848,-1.938229
147087,Harbour School Dorset,BH20 6PF,50.692191,-2.226914
136296,Hardenhuish School,SN14 6RJ,51.47067,-2.131352
141127,Hardwick House School,LE11 3HU,52.762624,-1.222564
135004,Harefield School,UB9 6ET,51.605812,-0.475174
121264,"Harford Manor School, Norwich",NR2 2LN,52.614623,1.283549
149268,Harlescott House School,SY1 3BA,52.743252,-2.740211
102451,Harlington School,UB3 1PB,51.497109,-0.436507
137941,Harlington Upper School,LU5 6NX,51.966742,-0.489201
131838,Harlow Fields School and College,CM18 6RN,51.758929,0.097599
100092,Harmood School,NW1 8DP,51.544439,-0.146977
143772,Harper Green School,BL4 0DH,53.550477,-2.412335
141680,Harpurhey Alternative Provision School,M9 5US,53.510648,-2.213961
140985,Harris Academy Battersea,SW11 5AP,51.473252,-0.159506
137121,Harris Academy Beckenham,BR3 3SJ,51.399755,-0.025795
131747,Harris Academy Bermondsey,SE16 3TZ,51.493258,-0.070925
150055,Harris Academy Beulah Hill,SE19 3UG,51.41368,-0.094511
137549,Harris Academy Chafford Hundred,RM16 6SA,51.482061,0.293129
139703,Harris Academy Chobham,E20 1BD,51.548685,-0.007099
147543,Harris Academy Clapham,SW4 8LD,51.452999,-0.132153
135677,Harris Academy Falconwood,DA16 2PE,51.457822,0.088327
138449,Harris Academy Greenwich,SE9 5EQ,51.451381,0.039414
131897,Harris Academy Merton,CR4 1BP,51.401823,-0.134454
138495,Harris Academy Morden,SM4 6DU,51.392,-0.179
147537,Harris Academy Ockendon,RM15 5AY,51.512532,0.276879
143427,Harris Academy Orpington,BR5 4LG,51.373089,0.11401
134225,Harris Academy Peckham,SE15 5DZ,51.473776,-0.074051
135955,Harris Academy Purley,CR2 6DT,51.353121,-0.107827
143428,Harris Academy Rainham,RM13 9XD,51.515482,0.204872
144750,Harris Academy Riverside,RM19 1QY,51.479162,0.239931
135249,Harris Academy South Norwood,SE25 6AE,51.40013,-0.074717
145126,Harris Academy St John's Wood,NW8 0NL,51.537834,-0.176685
143706,Harris Academy Sutton,SM2 5RD,51.347,-0.19
140935,Harris Academy Tottenham,N17 9LN,51.591317,-0.060263
145860,Harris Academy Wimbledon,SW19 2JY,51.413531,-0.188897
135816,Harris Boys' Academy East Dulwich,SE22 0AT,51.456612,-0.065446
140371,Harris Church of England Academy,CV22 6EA,52.362855,-1.27057
135311,Harris City Academy Crystal Palace,SE19 2JH,51.411674,-0.076821
145140,Harris Garrard Academy,DA18 4DW,51.496429,0.133227
137379,Harris Girls Academy Bromley,BR3 1QR,51.416894,-0.043408
132711,Harris Girls' Academy East Dulwich,SE22 0NR,51.4575,-0.054973
140952,Harris Invictus Academy Croydon,CR0 2TB,51.379548,-0.103617
134226,Harris Lowe Academy Willesden,NW10 3ST,51.539557,-0.233447
149431,Harris Science Academy East London,E3 3DU,51.526845,-0.006419
136497,Harrogate Grammar School,HG2 0DZ,53.98338,-1.547399
138190,Harrogate High School,HG1 4AP,54.001286,-1.522537
121741,Harrogate Ladies' College,HG1 2QG,53.996138,-1.550966
137177,Harrow High School,HA1 2JG,51.579892,-0.327674
102245,Harrow School,HA1 3HP,51.572279,-0.337405
116431,Harrow Way Community School,SP10 3RH,51.216344,-1.499912
106143,Harrytown Catholic High School,SK6 3BU,53.413359,-2.104475
138148,Hartford Church of England High School,CW8 1LH,53.250218,-2.537043
136271,Hartismere School,IP23 7BL,52.323786,1.139614
115809,Hartmore School,GL19 3BG,51.918227,-2.293072
144204,Harton Academy,NE34 6DL,54.975682,-1.407425
136571,Hartsdown Academy,CT9 5RE,51.379843,1.368001
138644,Hartshill Academy,CV10 0NA,52.540477,-1.51932
150453,Hartshill Academy,CV10 0NA,52.540477,-1.51932
146733,Hartwell School,TS18 3TN,54.54767,-1.330874
145061,Harwich and Dovercourt High School,CO12 3TG,51.929608,1.261788
139807,Haskel School,NE8 4DR,54.954981,-1.605353
119767,Haslingden High School and Sixth Form,BB4 4EY,53.689421,-2.320292
137539,Hasmonean High School for Boys,NW4 1NA,51.596478,-0.214433
147238,Hasmonean High School for Girls,NW7 2EU,51.604,-0.234
140103,Hastings High School,LE10 2QE,52.535569,-1.356464
137204,Hatch End High School,HA3 6NR,51.605896,-0.356156
138089,Haughton Academy,DL1 2AN,54.540636,-1.52778
136156,Havant Academy,PO9 5JD,50.876377,-0.97053
135294,Havelock Academy,DN32 8JH,53.560053,-0.052363
138754,Haven High Academy,PE21 9HB,52.986807,-0.025422
149146,Haven Nook,CT1 2QD,51.277485,1.077661
100049,Haverstock School,NW3 2BQ,51.544841,-0.154354
138110,Hawkley Hall High School,WN3 5NY,53.523305,-2.6357
136898,Haybridge High School and Sixth Form,DY8 2XS,52.424074,-2.149334
122328,Haydon Bridge High School,NE47 6LR,54.975484,-2.253667
136519,Haydon School,HA5 2LX,51.594919,-0.413114
136644,Hayes School,BR2 7DB,51.373975,0.018931
136966,Hayesfield Girls School,BA2 3LA,51.376306,-2.371878
136917,Haygrove School,TA6 7HW,51.123018,-3.022481
145211,Hayle Academy,TR27 4DN,50.184795,-5.410646
138549,Haywood Academy,ST6 7AB,53.055312,-2.189123
145254,Hazel Court School,BN23 8EJ,50.811696,0.292479
137923,Hazel Grove High School,SK7 5JX,53.370641,-2.135
104130,Hazel Oak School,B90 2AZ,52.404707,-1.834665
146970,Hazel Wood High School,BL9 7QT,53.594574,-2.274655
139977,Hazelbeck Special School,BD16 1EE,53.840995,-1.827808
137263,Hazelwick School,RH10 1SX,51.125348,-0.166394
136123,Hazrat Khadijatul Kubra Girls School,B10 0BP,52.47,-1.87
123290,Headington Rye Oxford,OX3 7TD,51.75756,-1.221581
118085,Headlands School,YO16 6UR,54.098556,-0.183338
134148,Headstart,TN33 9EG,50.877888,0.425276
136277,Healing Academy,DN41 7QD,53.574581,-0.164326
137606,Heanor Gate Spencer Academy,DE75 7RA,53.011038,-1.370939
136909,Heart of England School,CV7 7FW,52.385448,-1.648287
134190,Heart of the Forest Community Special School,GL16 7EJ,51.81215,-2.543389
139616,Heartlands High School,N22 7ST,51.597637,-0.119294
119009,Heath Farm School,TN27 0AX,51.208892,0.754468
138327,Heath Lane Academy,LE9 7PD,52.575195,-1.330224
137730,Heath Park,WV11 1RD,52.599629,-2.099777
103097,Heathcote School & Science College,E4 6ES,51.625236,0.011342
146981,Heather Field School,ST17 9JW,52.779709,-2.118276
147515,Heatherwood School,DN2 6HQ,53.534,-1.083
114587,Heathfield Community College,TN21 8RJ,50.968136,0.276459
123883,Heathfield Community School,TA2 8PD,51.035,-3.062772
117020,Heathfield Knoll School,DY10 3QE,52.407729,-2.24305
110117,Heathfield School,SL5 8BQ,51.413357,-0.710024
117685,Heathlands School,AL3 5AY,51.763738,-0.332192
142314,Heathside School,KT13 8UZ,51.364663,-0.465197
143669,Heathside Walton-on-Thames,KT12 2JP,51.39993,-0.412465
106173,Heaton School,SK4 4RE,53.426326,-2.187442
108731,Hebburn Comprehensive School,NE31 2QU,54.969276,-1.510506
111505,Hebden Green Community School,CW7 4EJ,53.181381,-2.552851
145932,Heckington House School,PE20 3QF,52.982954,-0.222279
136283,Heckmondwike Grammar School,WF16 0AH,53.707685,-1.669221
139153,Hedingham School and Sixth Form,CO9 3QH,51.98522,0.58844
124508,Hednesford Valley High School,WS12 4JS,52.710207,-2.012864
136557,Hele's School,PL7 4LT,50.392933,-4.065452
118993,Helen Allison School,DA13 0EW,51.375629,0.358294
137975,Helena Romanes School,CM6 2AU,51.881584,0.35429
138039,Hellesdon High School,NR6 5SB,52.660474,1.256459
111440,Helsby High School,WA6 0HY,53.280113,-2.750643
143981,Helston Community College,TR13 8NR,50.106925,-5.273505
110948,Heltwate School,PE3 8RL,52.598054,-0.273635
137645,Hendon School,NW4 2HP,51.585694,-0.217844
145480,Henley Bank High School,GL3 4QF,51.848207,-2.148796
136991,Henley In Arden School,B95 6AF,52.286603,-1.778768
138027,Henlow Church of England Academy,SG16 6AN,52.034127,-0.284113
116438,Henry Beaufort School,SO22 6JJ,51.080998,-1.329919
148245,Henry David Learning Woodfield School,LE17 5EE,52.511816,-1.260828
131559,Henry Tyndale School,GU14 8BX,51.301113,-0.744487
117036,Hereford Cathedral School,HR1 2NG,52.053611,-2.714945
147038,Heritage Academy,B12 0DX,52.463623,-1.883664
144391,Heritage High School,S43 4QG,53.278,-1.268
110582,Heritage House School,HP5 3BP,51.711558,-0.601861
126705,Heritage Park School,S2 2RU,53.37197,-1.455877
135404,Heritage School,CB2 1JE,52.196007,0.12299
147531,Hermitage Academy,DH2 3AD,54.850588,-1.592339
136465,Herne Bay High School,CT6 7NS,51.362,1.112
149331,Heron Academy,SE24 0HZ,51.46163,-0.100144
139599,Heron Hall Academy,EN3 4SA,51.646677,-0.049449
137726,Herschel Grammar School,SL1 3BW,51.51981,-0.611286
138747,Hertswood Academy,WD6 5LG,51.666705,-0.265741
137306,Hessle High School and Penshurst Primary School,HU13 0JQ,53.725262,-0.452659
135247,Hestia School,DN20 8EF,53.551566,-0.490808
138924,Heston Community School,TW5 0QR,51.483921,-0.369411
140188,Hethersett Academy,NR9 3DB,52.599127,1.182144
149235,Hetton Academy,DH5 9JZ,54.817893,-1.460313
137078,Hewens College,UB4 8JP,51.528935,-0.439973
142059,Hewett Academy,NR1 2PL,52.613843,1.289633
145490,Heworth Grange School,NE10 0PT,54.947625,-1.55186
146121,Hexham Priory School,NE46 1UY,54.969555,-2.086553
148353,Heyford Park School,OX25 5HD,51.938768,-1.262028
144717,Hidelow Grange School,WR6 5AH,52.142141,-2.440053
110181,High Close School,RG40 1TS,51.416524,-0.829323
136954,High Grange School,DE3 0DR,52.897,-1.559
143533,High Park School,BD9 6RY,53.817964,-1.807025
141502,High Peak School,SK12 2AP,53.336658,-2.02555
148400,High Point Academy,WS10 0JS,52.554254,-1.988216
145455,High Storrs School,S11 7LH,53.357804,-1.521281
111748,High Tunstall College of Science,TS26 0LQ,54.688019,-1.247841
131526,High Well School,WF8 2DD,53.687,-1.292
137767,Higham Lane School,CV10 0BJ,52.532988,-1.455449
137558,Highams Park School,E4 9PJ,51.608464,0.003469
100455,Highbury Fields School,N5 1AR,51.552802,-0.101526
103576,Highclare School,B23 6QL,52.528772,-1.835571
136763,Highcliffe School,BH23 4QD,50.746577,-1.722313
136748,Highcroft School,DL13 5AG,54.612451,-1.805884
136307,Highdown School and Sixth Form Centre,RG4 8LR,51.4817,-0.975611
143111,Highfield Ely Academy,CB6 1BD,52.404323,0.259249
142469,Highfield Leadership Academy,FY4 3JZ,53.788634,-3.02783
140882,Highfield Littleport Academy,CB6 1LJ,52.461906,0.294644
108311,Highfield School,WF5 9BS,53.697777,-1.582954
142317,Highfields School,WV4 4NT,52.565,-2.178
148299,Highfields School,DE4 5NA,53.146793,-1.53586
119868,Highfurlong School,FY3 7LS,53.837702,-3.015881
142763,Highgate Hill House School,EX22 6TJ,50.762229,-4.465175
102163,Highgate School,N6 4AY,51.572408,-0.149543
102154,Highgate Wood Secondary School,N8 8RN,51.581437,-0.133126
132256,Highlands School,N21 1QQ,51.648723,-0.10816
100872,Highshore School,SE5 0TW,51.478142,-0.10133
136305,Highsted Grammar School,ME10 4PT,51.333693,0.737278
136379,Highworth Grammar School,TN24 8UD,51.154219,0.864037
